year,area,product,client,rpi,t1_csi_res,t1_csi_core,t1_csi_comm,t1_csi_total,t1_cci_res,t1_cci_core,t1_cci_comm,t1_cci_total,t2_csi_res,t2_csi_core,t2_csi_comm,t2_csi_total,t2_cci_res,t2_cci_core,t2_cci_comm,t2_cci_total,c_csi_res,c_csi_core,c_csi_comm,c_csi_total,c_cci_res,c_cci_core,c_cci_comm,c_cci_total,d_csi_res,d_csi_core,d_csi_comm,d_csi_total,d_cci_res,d_cci_core,d_cci_comm,d_cci_total,q1_csi_res,q1_csi_core,q1_csi_comm,q1_csi_total,q1_cci_res,q1_cci_core,q1_cci_comm,q1_cci_total,q2_csi_res,q2_csi_core,q2_csi_comm,q2_csi_total,q2_cci_res,q2_cci_core,q2_cci_comm,q2_cci_total
2023,q2,노트북,c,2,5.968291281117667,5.505868288060048,4.651780483050189,5.375313350742634,5.500199348805484,4.719389412026346,4.3910900387798995,4.8702262665372436,4.144293065371128,5.412200669475197,6.089380233470783,5.215291322772369,4.5583258194914045,5.115780409060649,2.7092784963594605,4.127794908303838,4.925835162689037,5.856264521577057,4.22778584976898,5.003295178011691,4.84007770751692,4.985264353905579,5.7624839499238005,5.1959420037821005,5.332764878711625,5.45983708755989,5.740588351731029,5.511063439334182,4.745502593584937,5.547039551935745,6.840004357067039,5.7108488341959065,6.230536244163742,6.4826843524718605,6.453046781552867,6.388755792729491,6.30224523853883,6.109137117367666,6.368182680655039,6.259855012187178,5.676601721998339,6.370961219452427,7.1211746945486905,6.389579211999819,4.7846813626335445,4.694872833209387,5.373613769612793,4.951055988485241
2023,q1,모니터,b,1,4.4870315539758625,4.40932452758081,2.8967466372663933,3.9310342396076883,3.706847211544917,4.162696909354362,4.121182785047893,3.9969089686490573,4.336435623919191,3.570951501002767,3.5857668059618675,3.831051310294608,4.319207975207417,3.333796115801298,5.013432278103887,4.222145456370868,5.181002546094293,6.014027694688492,5.546721040144113,5.580583760308966,4.839503263396543,4.931043969917986,4.02726554797553,4.599270927096686,3.3101372029090768,3.09297611609995,2.5437123363667733,2.9822752184586,3.2217062084814403,2.9912088495656945,4.149904342203785,3.4542731334169736,6.029339503891979,5.693815570864309,4.768557147794758,5.497237407517016,4.1237778943670165,4.823950457608961,3.621438741247344,4.189722364407774,4.003602231242682,2.5445811741614115,2.934286670914426,3.1608233587728396,2.709202994833182,2.7641903851517675,2.1569063525795906,2.54343324418818
2023,q1,tv,b,5,9.185601191488797,9.077410580050458,8.790381429750013,9.01779773376309,9.365540349311805,9.193637030605245,9.643102549535271,9.400759976484109,10.0,9.4981428458212,8.904989080186368,9.467710642002523,9.644283028483754,8.45853852805954,8.472108251998623,8.858309936180639,8.568718456374581,9.222790932615098,9.372802779169202,9.054770722719628,8.293036045857718,8.98833739004215,8.303600350679313,8.528324595526392,8.832937037095233,8.556262562771407,9.779994492094511,9.056398030653718,7.101219471801813,8.822145431687167,9.575858872887611,8.499741258792197,8.510573327289132,7.677884083092827,7.951658816823493,8.046705409068483,8.421445238710142,7.745064080132028,7.870789595267552,8.012432971369908,8.719408790220738,7.384374069544431,6.732811692272188,7.612198184012452,8.431338577059917,6.943294335930892,7.574052865202824,7.6495619260645435
2023,d,모니터,c,2,5.923547457897083,6.665129565725325,7.618646794654987,6.735774606092465,7.0814270994303135,6.50608480206925,5.9850247263731395,6.524178875957568,4.638963607769812,5.774700280958323,4.461378019483053,4.958347302737063,6.070562332613909,3.734158729374667,5.8073876037901835,5.204036221926253,5.644923386317243,5.855129431510752,5.558331421870261,5.686128079899419,4.866355613454814,4.7551397629284,3.5534608593351145,4.391652078572776,5.46042273599428,6.18334787558469,4.170285731238603,5.271352114272524,5.359491939021237,4.471622476740512,5.75581053797835,5.1956416512467,6.321843234029819,5.8781117423689935,5.551814424772818,5.91725646705721,6.851349952005151,5.296183303584505,4.5221503278304676,5.556561194473375,4.755319482252542,5.607524750609882,3.1565612742006115,4.506468502354346,3.0954259288731105,3.2047586089547404,4.955247742718954,3.7518107601822686
2023,q2,스마트폰,c,4,9.844681227808286,8.593571342923429,8.891108432385916,9.10978700103921,8.604537008134418,7.441113369878278,8.831956068389315,8.292535482134005,7.705275714431034,6.656105447676573,6.826266308920651,7.0625491570094185,7.397986929304462,6.971273227772507,8.01543859713013,7.461566251402367,6.514357484802338,7.219840952644465,8.095230701124372,7.276476379523725,7.190097456232542,6.68140698840446,8.153299471718983,7.341601305451995,7.1619252241451195,6.978647276790476,7.8214453617228985,7.320672620886165,6.917088581584577,6.706969793917566,6.858586463819072,6.827548279773738,7.242098044248208,7.604900414329397,7.311202641217891,7.386067033265166,7.190983870383895,7.585689223667424,5.7276176585295815,6.834763584193634,8.393296347840279,7.7806003905289085,6.958687385394325,7.710861374587837,7.766207834418116,7.513348981680366,6.42261956278052,7.234058792959668
2023,t2,노트북,a,3,5.916782140524009,6.821544227483482,6.320404840135532,6.352910402714341,7.185141187479192,6.589195735069115,6.7217710833439295,6.83203600196408,7.114068356152883,6.581903430307407,5.480508009387035,6.3921599319491085,6.799822227305038,6.167625609541008,7.244829530909094,6.737425789251713,6.305039337781305,7.8802577864348,5.2967387182151615,6.494011947477088,5.980228437911193,6.982770738558996,5.3068307754269615,6.08994331729905,7.794926201377797,6.893438125050736,6.042984091452918,6.910449472627151,6.872613991157629,7.050141660731333,7.6573620574006585,7.1933725697632065,7.149988793476098,9.170018865263732,7.7942571942067875,8.03808828431554,7.842553071484213,7.288600547451144,8.340088647733339,7.823747422222898,7.386211079795889,7.4148139364025925,6.885032209004639,7.228685741734374,6.6113230166479875,7.177967401296447,6.7641237489815405,6.851138055641992
2023,t1,tv,a,1,4.98540809866787,4.997053324009232,4.350398157420333,4.777619860032478,4.182693369390123,4.7689129202793445,4.56222261048632,4.504609633385262,4.32383283863548,2.658012886294359,4.696286626046911,3.8927107836589165,4.054201007635465,3.174574309406389,5.030565643625376,4.086446986889077,2.5352437202544578,1.9581255298025662,2.695177990861592,2.3961824136395387,1.3736797036163546,1.8568749385499246,2.631853431445818,1.9541360245373658,2.4177128043373943,2.4284499604911707,3.653789627157296,2.833317463995287,2.9839916682094927,2.1978582652235654,2.6259757345737893,2.6026085560022825,3.695095527827704,3.7268421581250437,4.137813929347243,3.8532505384333304,3.794801487462154,3.662208518420506,3.9947382729574623,3.817249426280041,3.5973607583767198,3.4269296891860037,3.744469277769886,3.5895865751108698,3.2090686236466275,2.5695411778597284,2.150172606973601,2.642927469493319
2023,t1,스마트폰,e,5,8.200835614081523,8.134958854150721,8.898263014979356,8.411352494403866,10.0,9.558318837552559,10.0,9.852772945850854,9.200991199046692,8.941402808088373,6.6441036772055915,8.26216589478022,8.267574387860066,8.358049137763851,8.019963749784225,8.21519575846938,8.6453226335768,8.797537916098879,7.392762020182083,8.278540856619253,8.954180486618428,7.813274302480711,7.802408682168924,8.189954490422688,10.0,9.679793760404287,8.142072202230306,9.273955320878198,7.238669447209675,7.806813970984841,7.611332470174899,7.552271962789805,9.565455205007353,9.059632878191433,9.715457169838135,9.446848417678973,10.0,8.40637591275875,8.73258420268596,9.04632003848157,9.495504019839949,8.03534639376514,8.765444195421138,8.765431536342076,9.27524730810889,9.069097453483868,9.416047013213982,9.25346392493558
2023,q1,모니터,e,3,7.752262148861769,7.747899157239081,7.298247598054879,7.599469634718576,6.9487996272898584,7.294496936731746,7.1369655114876265,7.1267540251697445,6.711732559201494,7.3962566889883945,7.027196820785085,7.045062022991658,6.274330219413748,6.704463843723385,6.600786742516076,6.526526935217736,7.592340041540575,7.800766591298353,8.385979328450277,7.926361987096402,7.252363157418635,6.666784841671071,6.621173260037786,6.8467737530424975,6.206173492740026,7.317180653537989,4.440454421739204,5.987936189339074,5.743586635481934,6.464573425891822,5.07238892839343,5.760182996589062,7.597957540565994,7.56514232011515,7.3196629642221485,7.494254274967763,6.6615431900379765,7.239986304182916,5.705670650323943,6.5357333815149445,7.449235276844972,6.974308872868539,7.365284330519716,7.26294282674441,6.358047476894678,6.812634623178222,5.4744092771034065,6.215030459058769
2023,c,스마트폰,b,5,10.0,9.532864560816625,10.0,9.844288186938876,9.96270395887951,10.0,9.653464969404718,9.872056309428075,9.629677104670122,8.841590777442452,9.175770991747846,9.21567962462014,8.11150375969472,9.222692554427706,7.978033083961301,8.437409799361243,7.913275574858819,8.113510008221688,8.71826841494974,8.24835133267675,6.704127789589089,8.440609077087787,6.760989754221873,7.301908873632915,9.966031830849072,10.0,9.210418257552274,9.725483362800448,9.285065272784463,9.60655577585399,9.571065579097873,9.487562209245441,8.995548217146167,9.285032798572415,9.674814037950105,9.318465017889563,8.613099219562397,8.679322767377634,8.849157495012404,8.713859827317478,9.007168944364938,8.87610577189604,8.939726537102036,8.941000417787672,9.266702429934693,8.763207500898515,10.0,9.343303310277735
